t,x,y
0.0, 1.5707963267948966, 0.0
0.01, 1.570388012448942, -0.08161933770562034
0.02, 1.5691648093682034, -0.1629778701944179
0.03, 1.5671293222504554, -0.2440762273985893
0.04, 1.564284150989195, -0.3249147136770028
0.05, 1.5606318947225744, -0.40549314954870924
0.060000000000000005, 1.556175157453785, -0.48581071567131523
0.07, 1.5509165552203517, -0.5658657990857905
0.08, 1.5448587247894634, -0.6456558417749838
0.09, 1.5380043338558367, -0.725177191614612
0.09999999999999999, 1.5303560927176405, -0.8044249558325024
0.10999999999999999, 1.5219167674046492, -0.8833928571341265
0.11999999999999998, 1.5126891942309735, -0.9620730926996742
0.12999999999999998, 1.5026762957424151, -1.0404561963097232
0.13999999999999999, 1.491881098025642, -1.1185309039125964
0.15, 1.4803067493429534, -1.1962840230063212
0.16, 1.467956540052362, -1.2737003062712124
0.17, 1.454833923768036, -1.3507623299549127
0.18000000000000002, 1.4409425397107816, -1.4274503775795893
0.19000000000000003, 1.4262862361922102, -1.5037423296101213
0.20000000000000004, 1.4108690951694978, -1.5796135597916774
0.21000000000000005, 1.3946954578002082, -1.6550368389340693
0.22000000000000006, 1.3777699509185488, -1.729982246987604
0.23000000000000007, 1.3600975143456462, -1.804417094319593
0.24000000000000007, 1.341683428937039, -1.878305853160875
0.25000000000000006, 1.3225333452606096, -1.9516101002462045
0.26000000000000006, 1.3026533127876976, -2.0242884717195393
0.2700000000000001, 1.2820498094692265, -2.0962966314134652
0.2800000000000001, 1.2607297715574373, -2.1675872536394216
0.2900000000000001, 1.2387006235223703, -2.2381100216402015
0.3000000000000001, 1.2159703079007076, -2.3078116428565085
0.3100000000000001, 1.192547314903134, -2.3766358821432956
0.3200000000000001, 1.1684407115951783, -2.4445236140373057
0.3300000000000001, 1.1436601704557297, -2.5114128951229855
0.34000000000000014, 1.118215997107319, -2.577239057468086
0.35000000000000014, 1.0921191570030109, -2.6419348240014475
0.36000000000000015, 1.0653813008466269, -2.705430446582523
0.37000000000000016, 1.0380147885162374, -2.7676538673643463
0.38000000000000017, 1.0100327112556922, -2.8285309038785216
0.3900000000000002, 0.9814489118956415, -2.887985458072473
0.4000000000000002, 0.9522780028642933, -2.945939749306294
0.4100000000000002, 0.92253538174929, -3.0023145710703063
0.4200000000000002, 0.8922372441757996, -3.0570295709167588
0.4300000000000002, 0.8614005937724005, -3.110003552812543
0.4400000000000002, 0.8300432490057666, -3.1611548008176436
0.45000000000000023, 0.7981838466776788, -3.2104014226802633
0.46000000000000024, 0.7658418418935736, -3.2576617116188515
0.47000000000000025, 0.7330375043307547, -3.3028545242388914
0.48000000000000026, 0.6997919106565083, -3.345899672214204
0.49000000000000027, 0.6661269329716174, -3.3867183250549955
0.5000000000000002, 0.6320652231830138, -3.425233420994649
0.5100000000000002, 0.5976301932403413, -3.4613700827612055
0.5200000000000002, 0.5628459912047471, -3.4950560347645143
0.5300000000000002, 0.5277374731539305, -3.526222018032886
0.5400000000000003, 0.4923301709649397, -3.5548021990801324
0.5500000000000003, 0.4566502560549617, -3.5807345687809002
0.5600000000000003, 0.4207244991998561, -3.603961327284191
0.5700000000000003, 0.38458022658988195, -3.6244292510059077
0.5800000000000003, 0.3482452723213454, -3.6420900378140244
0.5900000000000003, 0.31174792756113484, -3.6569006266560233
0.6000000000000003, 0.27511688665766637, -3.6688234880776913
0.6100000000000003, 0.23838119050601764, -3.6778268823437372
0.6200000000000003, 0.20157016750636753, -3.683885082191018
0.6300000000000003, 0.16471337248272147, -3.6869785576199434
0.6400000000000003, 0.12784052395276707, -3.687094120552895
0.6500000000000004, 0.09098144015912543, -3.68422502765301
0.6600000000000004, 0.05416597428686605, -3.6783710400940204
0.6700000000000004, 0.01742394930165863, -3.6695384395926682
0.6800000000000004, -0.019214907152845948, -3.6577400005495995
0.6900000000000004, -0.05572102736096069, -3.6429949186821062
0.7000000000000004, -0.09206506721328425, -3.625328697062266
0.7100000000000004, -0.1282179685381668, -3.6047729909865978
0.7200000000000004, -0.16415101968380189, -3.581365413588579
0.7300000000000004, -0.19983591396981723, -3.5551493045542584
0.7400000000000004, -0.23524480565290312, -3.5261734647057956
0.7500000000000004, -0.27035036308047755, -3.494491859571259
0.7600000000000005, -0.30512581873910516, -3.460163295356093
0.7700000000000005, -0.33954501593977543, -3.423251070968359
0.7800000000000005, -0.37358245191959044, -3.3838226099238353
0.7900000000000005, -0.40721331717827713, -3.3419490760674644
0.8000000000000005, -0.4404135309075936, -3.297704977095128
0.8100000000000005, -0.4731597724115219, -3.251167759846372
0.8200000000000005, -0.5054295084545364, -3.2024174012677817
0.8300000000000005, -0.5372010165136574, -3.1515359988226543
0.8400000000000005, -0.5684534039469328, -3.098607363950772
0.8500000000000005, -0.5991666231259931, -3.0437166219684224
0.8600000000000005, -0.6293214826130095, -2.986949821549938
0.8700000000000006, -0.6588996544924295, -2.9283935566547217
